id,internal_station_id,collected_at,temperature_C,salinity,dissolved_oxygen_mg/L,chlorophyll_ug/L,pheophytin_ug/L,turbidty_NTU,nitrate_nitrite_uM,ammonium_uM,ortho_phosphate_uM,silicate_uM,particulate_organic_nitrogen_uM,particulate_organic_carbon_uM,total_dissolved_nitrogen_uM,total_dissolved_phosphorus_uM,total_nitrogen_uM,total_phosphorus_uM,total_nitrogen_TDN_PON
16113,116,2019-07-05T07:41:00.000Z,24.7,17.7,3.69,23.44,7.53,3.03,16.11,2.81,0.35,33.69,20.96,164.55,36.7,0.52,68.4,2.72,57.66
16114,116,2019-07-20T07:35:00.000Z,25.6,19.7,2.14,32.92,6.71,3.34,7.85,4.37,0.83,45.51,27.78,164.88,29.6,1.39,62.9,4.12,57.38
16115,116,2019-08-03T07:26:00.000Z,23.9,12.6,4.74,47.36,4.92,3.63,14.47,2.29,0.48,59.14,35.31,228.57,43.4,0.77,83.6,4.62,78.71
16116,116,2019-08-16T08:00:00.000Z,24.5,22.2,4.17,49.6,11.88,3.5,4.16,0.71,0.36,49.82,41.02,258.88,29.8,1.35,82.9,5.27,70.82
16117,116,2019-09-13T07:37:00.000Z,20.8,22.7,3.13,97.75,4.98,2.28,9.14,4.58,0.72,43.02,51.13,268.75,42.5,1.94,110,6.08,93.63
16118,116,2019-09-29T08:45:00.000Z,21.3,24,3.58,31.48,4.64,2.26,5.75,4.95,0.58,37.95,32.65,201.97,36.2,1.12,70.2,3.32,68.85
16119,116,2019-10-12T07:55:00.000Z,13.8,21.3,6.9,12.81,2.42,1.24,17.45,2.64,0.29,43.77,9.96,67,35.2,0.53,48.9,1.56,45.16
16120,116,2019-11-15T09:05:00.000Z,7.2,24,9.71,,,1.99,4.86,1.73,0.12,22.06,11.23,115.54,19.8,0.61,36.5,1.75,31.03
16121,116,2019-12-13T07:35:00.000Z,6.2,7.7,9.82,,,1.95,52.68,3.85,0.56,57.42,6.03,66.04,62.1,0.89,66.9,1.49,68.13
16122,116,2020-01-17T07:50:00.000Z,5.3,25,9.2,2.6,1.8,1.12,17.29,1.99,0.18,28.27,6.76,53.47,27,0.37,37.8,1.18,33.76
16123,116,2020-02-16T07:30:00.000Z,3.3,11.8,11.35,1.5,2.3,1.6,46.42,2.3,0.25,24.81,2.95,48.79,52.4,0.13,59.9,0.822,55.35
16124,116,2020-03-13T08:05:00.000Z,7.8,28.8,9.76,1.9,1.1,0.8,43.9,1.86,0.16,64.88,6.19,57.87,54.9,0.28,93,2.24,61.09
16125,116,2020-04-23T07:55:00.000Z,9,9.5,16.44,8.3,0.01,4.01,32.14,0.43,0.07,55.18,54.21,352.89,42.9,0.33,101,3.84,97.11
16126,116,2020-05-22T06:37:00.000Z,13.5,3.9,7.49,2.89,2.02,1.67,67.58,1.18,0.32,81.61,7.51,64.94,78.4,0.48,86.1,1.13,85.91
16127,116,2020-06-08T08:02:00.000Z,19.4,23.4,5.44,6.36,4.73,1.98,14.84,2.8,0.21,47.32,14.49,99,36.6,0.53,43.6,1.61,51.09
16128,116,2020-06-22T07:10:00.000Z,23.8,20.2,5.7,14.25,4.5,2.24,21.57,1.6,0.2,31.68,19.97,125.14,54.1,0.92,54.1,1.83,74.07
16129,116,2020-07-08T06:50:00.000Z,20.9,9.6,6.96,8.65,2.35,0.85,38.55,3.65,0.37,72.93,16.14,95.91,66.2,1.24,72.4,2,82.34
16130,116,2020-07-24T07:17:00.000Z,27,25.6,3.14,33.76,7.42,3.49,11.17,2.33,0.48,47.8,28.85,202.51,34.3,1.78,74,5.01,63.15
16131,116,2020-08-07T08:00:00.000Z,26.6,21.5,1.61,31.47,7.2,3.68,8.35,1.66,0.72,63.21,29.62,172.39,41.6,3.62,72.2,4.12,71.22
16132,116,2020-08-22T07:22:00.000Z,23.7,21.5,4.44,39.52,6.2,2.49,7.61,2.46,0.11,40.93,34.93,207.32,31.3,0.84,71.8,3.55,66.23
16133,116,2020-09-05T08:12:00.000Z,23.5,16.9,4.74,61.15,9.81,3.91,6.27,1.13,0.47,50.87,43.4,269.78,41.2,1.87,88.1,4.84,84.6
16134,116,2020-09-19T07:14:00.000Z,19.3,27.4,4.2,46.09,7.32,1.94,9.05,3.13,0.27,31.06,26.5,148.33,31.3,1.63,66.4,3.49,57.8
16135,116,2020-10-18T08:15:00.000Z,16.3,27.3,5.83,15.82,2.73,1.15,5.89,1.7,0.26,18.72,13.12,88.69,21,0.76,35.4,1.97,34.12
16136,116,2020-11-06T07:34:00.000Z,12.9,4.6,8.53,1.52,0.85,1.2,15.2,1.33,0.28,4.93,4.48,49.16,17.3,0.62,23.2,0.97,21.78
16137,116,2020-12-05T08:40:00.000Z,9.8,21.5,8.61,20.67,5.51,1.41,21.73,1.44,0.14,43.47,14.81,109.43,37.5,0.38,54.1,1.87,52.31
16138,116,2021-01-16T08:18:00.000Z,4.9,28.7,11.36,,,1.89,3.59,0.7,0.01,9.97,15.53,127.85,17,0.3,33.9,1.47,32.53
16139,116,2021-02-12T07:55:00.000Z,1.7,21.8,13.75,,,1.99,21.89,2.28,0.19,36.13,5.58,87.47,36.2,0.33,41.4,1.04,41.78
16140,116,2021-03-19T08:16:00.000Z,5.2,20.8,9.39,,,2.55,18.37,1.59,0.1,26.65,8.52,121.56,35.7,0.37,45,0.99,44.22
16141,116,2021-04-17T08:41:00.000Z,10.9,25.8,8.04,,,1.79,5.94,0.72,0.01,12.05,9.15,86.53,17.1,0.32,28.5,1.01,26.25
16142,116,2021-05-28T07:27:00.000Z,18.3,16.8,6.7,2.52,2.69,1.61,24.06,1.86,0.13,55.5,6.64,78.12,35.8,0.5,42.9,1.02,42.44
16143,116,2021-06-13T08:00:00.000Z,20,18.2,5.91,4.23,2.98,1.97,21.13,1.99,0.13,51.63,10.5,82.77,44.1,0.46,47.1,1.4,54.6
16144,116,2021-06-26T00:00:00.000Z,20.6,9.3,6.9,4.83,2.9,2.24,18.72,1.34,0.08,53.6,12.86,120.07,53,0.5,60.3,1.03,65.86
16145,116,2021-07-10T08:37:00.000Z,22.9,22.3,2.69,53.63,6.59,3.02,11.19,3.23,0.4,48.87,42.23,246.44,37.7,0.77,83.4,3.99,79.93
16146,116,2021-07-25T07:36:00.000Z,23.5,16.6,7.18,40.66,7.91,3.25,23.99,0.11,0.01,47.76,29.26,210.82,47.2,0.42,74.4,2.3,76.46
16147,116,2021-08-14T08:30:00.000Z,25,17.9,2.82,39.27,9.25,3.03,10.26,1.21,0.21,68.14,37.97,218.3,37.9,0.85,80.2,3.02,75.87
16148,116,2021-08-27T07:22:00.000Z,27.4,23.6,3.27,43.96,12.55,3.65,7.48,3.61,0.52,45.24,37.3,231.39,36,1.24,76.9,3.1,73.3
16149,116,2021-09-12T08:30:00.000Z,19.6,11.9,5.69,3.72,2.33,3.05,38.31,8.03,0.4,31.17,26.59,173.32,65.5,0.6,74.4,1.7,92.09
16150,116,2021-11-05T07:56:00.000Z,13.9,22.9,8.33,1.28,1.06,1.25,8.43,4.01,0.73,30.05,9.36,55.04,21.4,1.07,24.8,1.23,30.76
16151,116,2021-12-11T08:05:00.000Z,10.1,6.7,8.59,8.4,3.67,1.4,48.58,1.6,0.24,39.69,6.91,56.45,59.6,0.62,58.3,1.23,66.51
16152,116,2022-01-07T07:55:00.000Z,4.3,30.5,12.8,1.53,0.96,1.3,42.836,1.4556,0.173,48.663,3.67,50.67180272,62.5,0.431,65.3,0.679,66.17
16153,116,2022-02-06T07:59:00.000Z,2.6,23,10.12,1.08,1.57,1.81,44.428,2.613,0.296,55.096,9.19,88.12705119,57.9,0.458,61.9,1.01,67.09
16154,116,2022-03-06T09:30:00.000Z,7.4,6.9,10.49,0.38,1.06,1.05,72.54,1.8427,0.116,25.772,2.32,56.77804979,83.2,0.234,89.6,0.642,85.52
16155,116,2022-04-22T07:39:00.000Z,14.3,24,7.48,1.69,1.91,1.17,22.035,1.7968,0.218,30.904,5.25,58.58635395,31.6,0.459,37.2,0.898,36.85
16156,116,2022-06-04T08:00:00.000Z,19.6,27.2,4.64,12.81,5.14,2.62,3.653,0.8172,0.283,19.742,14.58,99.01190501,15.4,0.554,35.9,1.39,29.98
16157,116,2022-06-17T07:37:00.000Z,19.2,9.9,7.73,4.84,3.17,1.86,50.82,2.3435,0.208,38.333,8.48,85.9531411,61.9,0.3,66.3,1.09,70.38
16158,116,2022-07-02T07:56:00.000Z,21.8,3.6,7.27,7.73,3.3,1.41,60.821,1.7945,0.161,77.143,10.69,86.79799663,66.1,0.336,79,1.29,76.79
16159,116,2022-07-15T07:31:00.000Z,25.9,23.5,2.91,21.01,4.98,3.66,22.897,3.3096,0.562,43.92,23.99,165.3915171,42.8,1.35,69,3.32,66.79
16160,116,2022-08-14T07:34:00.000Z,24.1,23.1,4.03,86.53,3.11,4.45,6.579,0.6268,0.393,52.973,53.75,357.1919362,28.5,1.61,93.7,5.78,82.25
16161,116,2022-08-28T07:30:00.000Z,26.2,22.2,2.56,39.8,8.05,3.14,0.792,0.7861,0.629,36.268,56.42,300.840639,28.7,2.01,92.5,5.6,85.12
16162,116,2022-09-02T07:29:00.000Z,25.8,23.5,2.44,48.18,7.52,2.84,13.887,0.7235,0.297,36.253,36.97,232.2840976,37.2,0.935,85.1,4.01,74.17
16163,116,2022-09-18T08:35:00.000Z,20.7,19.2,8.3,59.37,12,3.28,5.923,0.5701,0.59,58.218,67.66,387.9159328,37.9,1.68,123,5.68,105.56
16164,116,2022-10-15T07:45:00.000Z,15.7,9.3,7.06,7.37,2.65,1.5,30.496,3.5235,0.258,81.671,15.19,103.0827865,50.9,0.584,65.6,1.48,66.09
16165,116,2022-11-13T08:50:00.000Z,15.7,28,5.32,34.36,8.57,1.73,14.299,1.4428,0.341,34.378,22.18,140.4390354,27.3,0.874,52.3,2.66,49.48
16166,116,2022-12-11T08:02:00.000Z,7.2,17.7,10.77,3.8,1.99,1.26,12.543,1.1654,0.253,24.122,5.6,48.93395917,22,0.549,30.2,0.878,27.6
16167,116,2023-01-07T00:00:00.000Z,6.6,28.2,10.18,11.28,3.81,0.82,2.94,0.39,0.07,9.27,12.61,87.06,9.79,0.18,24.1,1.42,22.4
16168,116,2023-02-12T07:48:00.000Z,6.5,11,12.49,9.03,2.35,1.99,39.16,1.48,0.19,45.78,15.06,113.25,43.5,0.26,54.8,1.4,58.56
16169,116,2023-03-10T08:00:00.000Z,6.7,29.7,11.53,16.61,7.58,2.05,5.07,0.41,0.08,12.58,29.28,218.57,11.7,0.38,60.8,3.55,40.98
16170,116,2023-04-07T07:31:00.000Z,11.9,21.9,9.7,1.35,1.13,1.33,28.63,1.93,0.15,45.26,11.07,90.08,33.7,0.36,47.5,1.36,44.77
16171,116,2023-05-07T08:48:00.000Z,16.5,25.7,9.78,9.05,1.99,1.84,7.13,0.58,0.01,19.82,11.53,84.76,17.8,0.24,29.6,1.23,29.33
16172,116,2023-06-04T07:55:00.000Z,18.3,27.6,5.42,8.41,4.14,1.79,8.02,3.33,0.28,17.81,12.26,91.75,21,1.14,37,2.52,33.26
16173,116,2023-06-17T07:55:00.000Z,22.9,27.2,5.79,8.08,3.72,2.46,6.82,1.09,0.05,19.57,12.86,115.34,15.5,0.97,37.7,2.37,28.36
16174,116,2023-06-30T00:00:00.000Z,24,13,6.94,19.53,7.77,1.49,57.84,1.97,0.31,79.07,11.18,97.11,61.4,0.6,73.4,1.93,72.58
16175,116,2023-07-15T08:25:00.000Z,25.5,26.1,5.88,34.15,2.31,2.65,31.17,0.25,0.16,33.92,26.54,158.46,46.9,0.69,70.9,2.86,73.44
16176,116,2023-07-29T07:17:00.000Z,26.8,14,4.53,48.08,9.81,4.92,23.36,1.64,0.22,46.49,44.87,270.41,51.6,1.31,95.7,4.82,96.47
16177,116,2023-08-26T07:45:00.000Z,20.3,7.5,7.58,26.34,4.06,2.89,49.08,5.22,0.13,80.84,20.4,137.92,71.6,0.68,97.1,1.69,92
16178,116,2023-09-10T08:11:00.000Z,24.8,13.4,4.87,52.88,11.45,2.74,22.05,5.58,0.53,54.56,35.34,220.5,36.4,1.29,84.9,5.16,71.74
16179,116,2023-09-22T07:32:00.000Z,21.3,24.1,6.23,74.38,18.55,2.61,8.66,0.96,0.43,36.71,54.49,284.05,34.1,1.82,71.8,4.64,88.59
16180,116,2023-11-17T07:35:00.000Z,9.5,21.7,10.01,44.82,6.23,2.26,65.7,1.87,0.9,72.81,145.88,24.38,66.4,0.86,90.8,2.61,212.28
16181,116,2023-12-16T08:30:00.000Z,6.5,24.4,9.44,8.65,2.6,1.84,7.96,2.33,0.23,22.18,92.92,9.88,22,0.75,40.7,1.8,114.92
16182,117,2014-05-19T08:10:00.000Z,18.6,28.9,5.8,7.11,2.83,0.82,0.73,0.92,0.13,5.33,,,,,32.83,1.61,
16183,117,2014-06-02T08:25:00.000Z,18.9,29.6,8.4,4.25,1.05,1.03,1.53,0.82,0.09,8.73,,,,,28.33,1.08,
16184,117,2014-06-17T08:58:00.000Z,22.3,27.9,5.71,1.98,0.77,0.73,3.05,4.37,0.29,10.41,,,,,33.33,1.08,
16185,117,2014-07-02T09:13:00.000Z,25.8,28.4,4.65,5.3,1.39,0.97,0.39,0.56,0.07,6.36,,,,,31.88,1.31,
16186,117,2014-07-15T09:13:00.000Z,25.3,27.6,3.49,19.64,3.08,2.06,0.9,1.96,0.11,15.94,,,,,33.33,1.08,
16187,117,2014-08-01T08:40:00.000Z,26,28.7,6.67,10.6,4.69,1.77,0.71,0.01,0.05,0.24,,,,,45.35,1.34,
16188,117,2014-08-14T08:50:00.000Z,22.6,28.5,3.62,19.31,5.53,1.13,2.15,3.09,0.5,18.05,,,,,20.57,1.59,
16189,117,2014-09-13T09:25:00.000Z,21.2,29.5,6.21,8.65,3.82,0.58,0.4,0.61,0.15,12.92,,,,,34.43,1.5,
16190,117,2014-09-29T09:15:00.000Z,20.4,28.9,7.45,7.33,3.85,0.9,0.78,0.94,0.08,15.72,,,,,35.85,1.3,
16191,117,2014-10-14T08:50:00.000Z,16.4,30,6.44,2.96,2,0.84,1.46,2.13,0.22,8.71,,,,,25.84,0.88,
16192,117,2015-05-26T10:10:00.000Z,20.1,28.1,7.02,7.73,2.6,2.3,0.63,0.22,0.04,5.89,,,,,38.06,1.27,
16193,117,2015-06-10T10:50:00.000Z,21.6,28,5.4,2.42,1.19,0.76,10.1,4.75,0.04,13.13,,,,,39.1,0.81,
16194,117,2015-06-23T12:15:00.000Z,25.7,29.4,9.14,9.69,1.98,0.82,0.01,0.75,0.01,6.21,,,,,28.86,1.33,
16195,117,2015-07-13T12:25:00.000Z,26.8,29.7,6.81,11.12,3.08,2.86,0.01,0.1,0.08,10.91,,,,,33.06,1.48,
16196,117,2015-07-22T11:30:00.000Z,27.9,29.9,5.19,10.34,4.12,2.18,0.01,0.73,0.2,20.15,,,,,53.33,2.57,
16197,117,2015-08-05T11:00:00.000Z,28.6,28.2,5.39,18.98,3.58,2.1,0.99,0.37,0.01,8.5,,,,,50.21,2.32,
16198,117,2015-08-21T10:45:00.000Z,28.2,28.2,8.17,33.88,8.36,3.54,0.01,0.16,0.19,20.58,,,,,59.56,2.91,
16199,117,2015-09-08T12:45:00.000Z,26.7,29.5,8.54,21.35,11.41,2.55,0.01,0.34,0.17,6.59,,,,,41.65,1.83,
16200,117,2015-09-23T11:00:00.000Z,20.8,29.4,6.19,13.02,6.22,1.91,4.44,2.99,0.16,17.12,,,,,33.7,1.38,
16201,117,2015-10-05T10:25:00.000Z,14,28.2,7.35,1.27,1.73,0.63,4.34,4.03,0.29,13.91,,,,,23.16,0.73,
16202,117,2016-05-28T07:45:00.000Z,21.2,28.8,6.52,10.62,3.26,2.36,0.09,0.01,0.11,7.19,,,,,27.24,1.8,
16203,117,2016-06-10T07:10:00.000Z,18.6,28.5,6.16,1.4,1.23,1.4,1.74,1.71,0.29,10.35,,,,,22.55,1.33,
16204,117,2016-06-25T07:30:00.000Z,20,28.1,8.11,6.18,2.77,1.6,0.01,0.29,0.21,9.44,,,,,26.09,1.52,
16205,117,2016-07-07T07:23:00.000Z,25.4,25.1,6.19,6.55,2.9,1.93,34.27,1.97,0.56,31.43,,,,,43.17,1.98,
16206,117,2016-07-23T07:20:00.000Z,25.8,26.9,4.51,8.97,4.67,1.71,0.19,0.29,0.25,10.18,,,,,28.75,1.73,
16207,117,2016-08-06T07:24:00.000Z,24.8,29.8,4.86,4.39,2.51,1.6,0.01,0.31,0.33,18.56,,,,,29.7,1.62,
16208,117,2016-08-27T07:45:00.000Z,25.1,30.3,4.72,9.68,3.5,1.92,0.81,1.17,0.08,7.22,,,,,33.73,1.62,
16209,117,2016-09-03T07:30:00.000Z,23.3,31.1,4.53,7.88,4.16,1.87,0.61,3.18,0.57,9.31,,,,,26.38,1.61,
16210,117,2016-09-17T07:15:00.000Z,20.2,30.8,6.3,4.94,3.09,1.4,1.44,1.53,0.09,9.72,,,,,23.35,1.12,
16211,117,2016-10-07T07:45:00.000Z,16.9,29.8,7.73,2.12,2.18,0.59,1.78,1.42,0.4,7.84,,,,,12.08,0.95,
16212,117,2017-02-17T07:34:00.000Z,-0.3,29.6,11.62,0.81,0.55,,6.38,1.02,0.05,6.29,,,,,18.8,,
16213,117,2017-03-18T00:00:00.000Z,4.3,28.8,11.75,0.51,0.12,,4.57,1.39,0.14,4.41,,,12.07,0.43,,,
16214,117,2017-04-14T00:00:00.000Z,11.6,27.6,9.97,2.99,1.39,1.01,4.22,1.53,0.15,4.79,0.01,62.26,21.2,0.39,,,21.2
16215,117,2017-05-27T07:20:00.000Z,16.3,28.8,5.62,,,1.1,1.41,1.31,0.1,6.54,17.34,50.95,13.85,0.28,,,31.19
16216,117,2017-06-17T07:22:00.000Z,19.9,29,5.48,3.42,1.47,1.45,0.5,2.32,0.19,4.59,28.18,45.33,20.31,0.31,,,48.48
16217,117,2017-07-01T07:30:00.000Z,22.6,29.4,5.59,5.63,2.2,1.47,0.22,0.93,0.27,10.18,16.01,44.8,22.65,5.43,,,38.66
16218,117,2017-07-15T06:54:00.000Z,22,28.4,3.6,13.53,4.02,2.24,0.33,0.18,0.06,4.89,8.44,79.16,15.73,0.31,,,24.17
16219,117,2017-07-29T08:10:00.000Z,25.4,29.3,7.52,4.43,1.09,1.54,0.01,0.29,0.01,5.62,12.77,82.28,18.36,0.35,,,31.12
16220,117,2017-08-11T07:17:00.000Z,24.5,27.3,4.73,8.67,2.67,2.04,1.52,1.04,0.01,20.21,26.71,107.67,29.22,0.69,,,55.93
16221,117,2017-08-26T00:00:00.000Z,22.6,28.2,4.73,6.48,2.25,2.05,0.48,0.66,0.34,10.03,31.45,78.98,11.21,0.62,,,42.66
16222,117,2017-09-09T07:35:00.000Z,19.2,23.9,3.98,6.76,2.95,1.21,4.23,2.01,0.24,17.03,22.31,81.18,25.42,0.42,,,47.73
16223,117,2017-09-23T08:00:00.000Z,17.2,27.4,6.72,1.57,1.23,1.46,2.97,2.74,0.34,15.23,12.36,38.54,17.78,0.45,,,30.14
16224,117,2017-10-07T07:30:00.000Z,19.7,28,7,2.97,1.53,1.43,2.93,1.78,0.18,10.36,28.1,19.63,17.55,0.09,,,45.66
16225,117,2017-11-18T14:00:00.000Z,10.6,30.4,9.3,0.78,0.44,0.75,0.72,0.74,0.31,2.99,0.01,32.52,10.45,0.31,,,10.45
16226,117,2017-12-15T07:45:00.000Z,0.9,29.7,10.56,2.94,0.81,0.77,5,1.59,0.26,7.65,13.55,36.74,16.62,0.38,,,30.17
16227,117,2018-02-24T07:40:00.000Z,7.7,27.4,13.9,4.86,1.24,0.79,5.35,0.76,0.13,6.27,13.5,113.03,20.396,0.26,,,33.89
16228,117,2018-04-20T07:45:00.000Z,6.1,27.1,11.1,0.72,0.31,0.86,8.91,1.35,0.11,8.63,13.61,86.69,24.475,0.17,,,38.09
16229,117,2018-05-19T07:32:00.000Z,14,29.3,5.77,3.27,1.9,1.81,2.61,2.13,0.14,8.4,10.65,102.57,21.022,0.58,,,31.67
16230,117,2018-06-15T07:40:00.000Z,18.5,14.3,6.9,7.05,1.5,1.47,2,1.08,0.02,5.9,5.56,58.38,23.928,0.18,,,29.49
16231,117,2018-06-30T07:55:00.000Z,24,26.5,6.59,4.75,1.37,1.39,0.47,1.94,0.24,10.87,13.69,103.56,19.3,0.52,,,32.99
16232,117,2018-07-13T07:25:00.000Z,23.8,29.4,4.89,8.69,3.59,2.42,0.25,1.06,0.05,10.65,13.67,143.05,24.25,0.81,,,37.92
16233,117,2018-07-28T08:30:00.000Z,27,26.7,5.42,6.07,1.82,1.95,0.19,0.73,0.26,20.25,14.67,104.89,27.956,0.7,,,42.62
16234,117,2018-08-11T07:30:00.000Z,27.6,29.3,4.2,11.8,4.24,2.31,0.12,0.25,0.09,8.07,21.08,179,20.682,0.29,,,41.76
16235,117,2018-08-25T08:20:00.000Z,23.6,29.6,5.31,4.67,3.25,1.67,0.75,2.48,0.28,9.63,12.92,103.01,26.706,0.6,,,39.62
16236,117,2018-09-15T07:30:00.000Z,21.9,30.3,5.45,8.68,2.35,1.49,0.85,1.16,0.28,11.97,8.34,83.76,18.316,0.64,,,26.66
16237,117,2018-09-29T07:10:00.000Z,17.7,28,5.15,4.27,2.64,0.54,2.39,3.3,0.55,10.42,4.29,46.83,22.928,0.79,,,27.22
16238,117,2018-10-13T07:40:00.000Z,17.2,28,4.53,5.67,1.75,0.76,1.58,3.05,0.68,13.84,3.73,54.05,18.925,0.76,,,22.65
16239,117,2019-01-11T07:34:00.000Z,0.5,28.2,11.77,,,0.45,6.3,2.02,0.17,6.26,5.27,55.35,19.1,0.17,24.6,0.765,24.37
16240,117,2019-02-24T07:15:00.000Z,2.6,29.9,11.05,,,0.72,0.52,0.44,0.12,1.47,6.59,70.63,11.8,0.37,12.7,0.46,18.39
16241,117,2019-03-23T07:42:00.000Z,5.3,26.9,9.65,,,0.7,2.84,2.24,0.08,3.58,5.24,73.3,23.129,0.34,23.5,0.728,28.37
16242,117,2019-04-20T06:45:00.000Z,15.7,28.1,10.16,,,0.86,0.38,0.9,0.01,2.28,2.49,46.67,15.7,0.34,22.3,0.794,18.19
16243,117,2019-05-24T07:20:00.000Z,15.9,29.3,6.43,1.9,1.29,1.52,0.38,1.81,0.04,8.26,5.38,45.37,19.3,0.36,24.9,0.745,24.68
16244,117,2019-06-08T08:20:00.000Z,19.5,28.6,5.75,3.26,1.6,1.52,1.41,1.46,0.01,9.75,6.93,64.13,20.9,0.4,25.7,0.951,27.83
16245,117,2019-06-21T07:22:00.000Z,20.5,28.2,5.19,6.34,2.25,1.19,2.35,2.01,0.25,11.92,9.99,78.36,27.4,0.52,30.9,1.1,37.39
16246,117,2019-07-05T07:30:00.000Z,25.7,26.4,4.25,10.17,1.76,1.81,3.31,1,0.09,17.45,11.18,97.04,26.2,0.42,43.4,1.74,37.38
16247,117,2019-07-20T08:20:00.000Z,26.6,27.8,3.9,13.26,4.52,1.72,0.25,2.01,0.41,15.66,14.9,107.84,18.8,0.71,49.6,2.05,33.7
16248,117,2019-08-03T08:22:00.000Z,26.5,27.5,4.67,23.45,3.79,2.44,0.16,0.82,0.11,7.39,19.39,139.49,21.3,0.47,47.9,2.12,40.69
16249,117,2019-08-16T07:45:00.000Z,24,28,5.37,9,2.62,1.88,0.16,0.85,0.1,12.34,12.2,100.64,20.6,0.43,32.1,1.57,32.8
16250,117,2019-09-13T07:21:00.000Z,19,26.9,4.62,4.32,3.59,1.33,2.23,11.36,6.58,9.24,21.77,93.79,31.9,7.92,32.5,2.09,53.67
16251,117,2019-09-29T09:15:00.000Z,21,28.3,6.3,4.09,1.88,1.07,0.58,0.93,0.32,5.76,5.73,68.86,26.9,0.8,27.7,1.28,32.63
16252,117,2019-10-12T07:39:00.000Z,13.5,27.7,7.52,1.75,1.52,0.56,0.43,1.29,0.27,3.8,5.4,48.74,14.8,0.5,17.7,0.678,20.2
16253,117,2019-11-15T08:45:00.000Z,6.4,26.3,9.79,,,0.63,1.28,1,0.26,3.72,2.03,52.43,13.4,0.61,14.8,0.818,15.43
16254,117,2019-12-13T07:50:00.000Z,3.5,25.4,11,,,0.74,9.41,1.56,0.23,10.26,5.34,42.83,26.8,0.61,26.2,0.824,32.14
16255,117,2020-01-17T07:35:00.000Z,2.5,47.8,9.59,2.9,1.9,0.86,4.36,1.71,0.17,5.24,4.68,42.86,15.3,0.3,19.9,0.709,19.98
16256,117,2020-02-16T07:50:00.000Z,2,27.8,11.33,1.7,1.3,1.76,8.22,1.28,0.14,7.11,1.87,42.14,13.4,0.32,21.6,0.571,15.27
16257,117,2020-03-13T08:18:00.000Z,9.6,4.9,9.51,2.1,0.4,0.76,0.54,0.74,0.01,1.93,5.31,54.7,12.5,0.26,24,0.496,17.81
16258,117,2020-04-23T08:10:00.000Z,7.2,26.2,10.37,0.9,0.4,0.79,10.14,1.72,0.01,6.88,7.38,76.72,18.1,0.23,26,0.496,25.48
16259,117,2020-05-22T06:25:00.000Z,16.7,27.4,8.63,2.74,1.11,1.73,9.1,1.99,0.01,9.49,9.89,76.61,30.2,0.55,34.9,0.89,40.09
16260,117,2020-06-08T07:53:00.000Z,18.7,29.5,6.67,2.52,1.71,1.22,2.32,1.8,0.06,10.31,9.93,75.25,25.2,0.52,30.1,1.16,35.13
16261,117,2020-06-22T06:55:00.000Z,25.2,29.8,5.68,8.62,2.29,1.46,0.35,1.11,0.07,1.89,6.87,72.43,24.2,0.86,29.1,1.26,31.07
16262,117,2020-07-08T06:35:00.000Z,23.9,31.1,4.83,7.02,2.86,2.18,0.08,0.93,0.21,6.62,15.54,101.28,32.2,1.81,33.5,1.95,47.74
16263,117,2020-07-24T07:05:00.000Z,26.7,30.3,4.1,11.94,3.56,1.96,2.4,1.22,0.08,1.43,11.31,101.93,27.6,1.1,44.5,2.14,38.91
16264,117,2020-08-07T08:20:00.000Z,25.8,29.9,4.74,17.04,2.38,3.28,2.72,0.44,0.01,6.13,18.05,131.36,19.8,0.5,90.2,5.19,37.85
16265,117,2020-08-22T07:12:00.000Z,23.8,29.2,5.04,13,6.28,2.26,1.03,0.49,0.01,11.02,21.27,150.89,23.3,0.65,47.7,2.36,44.57
16266,117,2020-09-05T07:35:00.000Z,22.4,28,6.5,16.91,6.21,2.24,0.16,0.3,0.13,16.23,25.71,182.24,23.2,0.8,48.4,2.58,48.91
16267,117,2020-09-19T07:51:00.000Z,17,30.1,5.68,6.71,3.68,2.09,3.08,1.18,0.14,8.82,9.18,755.27,23.3,0.77,32.1,1.71,115.08
16268,117,2020-10-18T07:30:00.000Z,14.2,29.3,6.85,4.91,2.09,0.96,1.9,1.64,0.44,6.23,6.28,52.5,15.1,0.79,21.5,1.34,21.38
16269,117,2020-11-06T07:20:00.000Z,12.5,29.2,8.62,1.1,1.66,,,,,,,,,,,,
16270,117,2020-12-05T07:45:00.000Z,8.7,27.7,9.07,1.69,1.22,0.86,2.36,2.19,0.28,5.01,3.98,47.01,17.3,0.51,23.6,0.886,21.28
16271,117,2021-01-16T08:37:00.000Z,4.9,30.2,10.97,,,0.73,0.01,0.37,0.01,3.7,14.16,106.14,11.2,0.27,29.5,1.68,25.36
16272,117,2021-02-12T07:42:00.000Z,0.1,28.2,11.16,,,1.14,6.91,1.17,0.09,5.92,7.08,77.31,17.8,0.24,23.5,0.75,24.88
16273,117,2021-03-19T08:05:00.000Z,4.5,28.6,9.04,,,1.13,2.49,0.6,0.01,2.67,8.74,97.6,20.5,0.44,23.1,1.02,29.24
16274,117,2021-04-17T07:50:00.000Z,8.9,28.7,8.02,,,0.89,1.75,1.19,0.11,3.35,4.86,48.48,14,0.48,17.4,0.83,18.86
